student_id,interest,attendance,study_hours,grade_math,grade_physics,grade_literature,grade_biology,grade_chemistry,stress_level,stress_label,interest_label
29624,4,82.0,11,26,33,20,39,25,2,low,high
29625,2,70.0,8,20,20,20,27,25,1,very_low,low
29626,4,90.0,13,38,20,31,20,36,2,low,high
29627,1,77.0,17,20,20,20,23,20,4,high,very_low
29628,3,81.0,15,38,20,28,23,27,2,low,medium
29629,1,75.0,18,20,34,20,20,20,2,low,very_low
29630,1,80.0,5,21,20,20,20,20,3,medium,very_low
29631,1,74.0,9,20,20,20,20,20,4,high,very_low
29632,2,78.0,8,20,22,20,20,20,1,very_low,low
29633,2,99.0,13,20,37,29,20,23,3,medium,low
29634,2,81.0,13,20,23,20,20,24,2,low,low
29635,3,60.0,20,45,21,32,24,35,3,medium,medium
29636,5,98.0,16,34,32,35,29,34,3,medium,very_high
29637,2,84.0,18,20,23,20,20,22,2,low,low
29638,5,83.0,11,26,32,29,28,30,5,very_high,very_high
29639,1,86.0,6,23,25,20,20,20,4,high,very_low
29640,3,82.0,12,26,39,24,28,26,3,medium,medium
29641,3,87.0,12,26,20,25,30,26,4,high,medium
29642,3,80.0,24,25,30,32,22,30,3,medium,medium
29643,5,94.0,16,31,35,43,42,31,2,low,very_high
29644,1,59.0,6,20,20,20,20,20,2,low,very_low
29645,5,83.0,18,48,43,41,35,29,3,medium,very_high
29646,5,56.0,20,30,30,37,28,37,3,medium,very_high
29647,1,75.0,7,21,22,20,22,20,3,medium,very_low
29648,2,75.0,5,22,20,20,24,23,5,very_high,low
29649,4,86.0,14,20,32,20,33,28,3,medium,high
29650,2,78.0,10,25,20,20,22,20,2,low,low
29651,1,93.0,8,20,22,20,20,20,4,high,very_low
29652,5,76.0,27,31,58,35,40,46,3,medium,very_high
29653,3,60.0,16,31,25,23,37,32,2,low,medium
29654,5,74.0,22,35,25,24,52,42,2,low,very_high
29655,1,92.0,7,22,20,20,20,31,2,low,very_low
29656,2,64.0,8,20,20,20,20,20,3,medium,low
29657,5,73.0,15,32,24,29,42,41,4,high,very_high
29658,3,100.0,16,25,29,23,20,27,4,high,medium
29659,1,54.0,9,20,20,20,20,20,3,medium,very_low
29660,4,79.0,10,26,24,20,29,23,3,medium,high
29661,5,90.0,16,36,29,24,22,43,1,very_low,very_high
29662,3,77.0,14,20,20,27,32,24,3,medium,medium
29663,1,90.0,14,20,20,37,20,20,4,high,very_low
29664,3,97.0,19,20,25,41,24,31,2,low,medium
29665,3,79.0,19,29,42,23,29,20,4,high,medium
29666,2,84.0,9,28,20,21,20,20,2,low,low
29667,5,79.0,21,36,29,38,45,33,3,medium,very_high
29668,2,64.0,8,27,23,28,23,31,3,medium,low
29669,2,76.0,11,20,20,20,20,20,3,medium,low
29670,1,85.0,13,20,20,20,22,20,5,very_high,very_low
29671,2,91.0,6,20,26,28,35,20,4,high,low
29672,5,67.0,16,20,30,37,46,34,1,very_low,very_high
29673,5,92.0,11,20,32,41,42,22,2,low,very_high
29674,1,82.0,4,20,20,20,20,20,4,high,very_low
29675,1,69.0,18,20,20,25,20,26,1,very_low,very_low
29676,4,75.0,22,44,27,31,33,23,4,high,high
29677,2,70.0,20,20,32,20,33,20,2,low,low
29678,1,90.0,10,20,20,20,20,20,5,very_high,very_low
29679,3,58.0,6,20,23,20,20,20,3,medium,medium
29680,1,86.0,6,24,27,20,20,20,2,low,very_low
29681,4,100.0,11,48,35,49,36,22,4,high,high
29682,4,86.0,17,34,22,28,39,33,4,high,high
29683,1,90.0,6,20,22,20,20,20,4,high,very_low
29684,4,68.0,14,28,20,35,30,23,3,medium,high
29685,3,81.0,12,20,20,41,20,22,4,high,medium
29686,2,87.0,21,42,29,28,21,20,2,low,low
29687,2,100.0,10,20,20,20,20,22,1,very_low,low
29688,3,84.0,10,35,24,23,33,25,2,low,medium
29689,3,47.0,9,20,20,20,20,20,1,very_low,medium
29690,2,100.0,9,20,20,22,26,20,3,medium,low
29691,3,71.0,24,29,20,27,20,36,3,medium,medium
29692,4,60.0,17,21,34,25,34,37,5,very_high,high
29693,2,69.0,5,21,20,20,20,20,2,low,low
29694,5,87.0,13,33,46,33,35,31,4,high,very_high
29695,3,93.0,25,20,23,34,41,43,2,low,medium
29696,5,57.0,14,28,29,44,41,40,3,medium,very_high
29697,1,92.0,10,20,20,26,27,20,4,high,very_low
29698,5,61.0,20,37,34,28,41,39,2,low,very_high
29699,5,90.0,14,49,28,43,36,26,3,medium,very_high
29700,5,69.0,11,29,52,34,40,30,3,medium,very_high
29701,4,47.0,11,20,38,20,20,20,4,high,high
29702,4,100.0,17,33,39,37,22,39,4,high,high
29703,4,94.0,8,20,20,26,45,31,4,high,high
29704,2,86.0,12,23,20,22,20,20,4,high,low
29705,3,100.0,6,25,25,24,29,20,4,high,medium
29706,3,90.0,17,20,29,20,28,32,1,very_low,medium
29707,1,97.0,19,20,26,20,25,20,3,medium,very_low
29708,4,66.0,14,27,23,32,27,28,3,medium,high
29709,1,96.0,10,28,24,27,20,20,3,medium,very_low
29710,1,82.0,7,20,20,20,20,20,3,medium,very_low
29711,1,76.0,6,20,20,20,20,20,5,very_high,very_low
29712,2,82.0,10,20,20,21,20,20,2,low,low
29713,3,81.0,18,26,25,39,28,24,3,medium,medium
29714,3,68.0,17,20,36,20,35,28,3,medium,medium
29715,1,68.0,4,20,20,20,28,20,4,high,very_low
29716,3,59.0,16,20,22,20,26,20,3,medium,medium
29717,2,64.0,11,20,20,20,27,20,4,high,low
29718,2,90.0,16,24,29,20,20,20,2,low,low
29719,2,82.0,11,20,21,20,20,22,2,low,low
29720,2,93.0,17,21,29,25,20,23,2,low,low
29721,3,100.0,9,31,20,24,20,24,1,very_low,medium
29722,5,77.0,10,25,35,44,28,37,3,medium,very_high
29723,2,88.0,10,20,23,21,20,20,1,very_low,low
29724,2,100.0,11,23,20,20,30,27,2,low,low
29725,4,68.0,8,27,40,25,21,38,5,very_high,high
29726,3,57.0,13,32,23,20,39,20,2,low,medium
29727,3,69.0,12,30,26,34,23,30,4,high,medium
29728,3,96.0,13,25,34,26,28,29,3,medium,medium
29729,1,96.0,4,20,20,20,26,20,2,low,very_low
29730,4,86.0,17,33,38,42,45,23,2,low,high
29731,1,88.0,6,20,20,20,23,20,3,medium,very_low
29732,5,58.0,15,39,28,24,34,31,4,high,very_high
29733,1,92.0,11,20,38,22,20,20,3,medium,very_low
29734,4,70.0,21,28,27,25,28,20,3,medium,high
29735,5,87.0,14,34,20,36,39,35,2,low,very_high
29736,2,100.0,8,20,24,20,20,20,4,high,low
29737,1,100.0,10,20,20,33,20,20,3,medium,very_low
29738,3,99.0,12,24,20,29,47,44,4,high,medium
29739,4,80.0,15,38,33,20,41,32,5,very_high,high
29740,4,58.0,10,20,25,25,27,31,1,very_low,high
29741,3,48.0,9,20,20,20,29,20,4,high,medium
29742,3,53.0,19,29,26,20,27,24,5,very_high,medium
29743,4,68.0,11,20,34,33,40,32,3,medium,high
29744,2,76.0,19,21,23,20,24,32,4,high,low
29745,3,95.0,9,35,20,20,33,20,5,very_high,medium
29746,4,100.0,9,29,25,24,23,33,2,low,high
29747,3,51.0,12,23,28,30,26,20,3,medium,medium
29748,1,46.0,4,20,20,20,20,20,2,low,very_low
29749,3,65.0,12,20,20,20,20,20,5,very_high,medium
29750,1,100.0,20,20,27,25,20,27,2,low,very_low
29751,4,75.0,9,20,42,26,25,20,3,medium,high
29752,5,68.0,28,28,48,42,34,35,5,very_high,very_high
29753,3,59.0,9,22,20,20,38,20,4,high,medium
29754,5,90.0,18,36,28,44,26,44,3,medium,very_high
29755,5,79.0,18,39,32,30,40,35,3,medium,very_high
29756,3,75.0,10,22,20,35,20,29,1,very_low,medium
29757,3,50.0,15,27,30,20,31,24,2,low,medium
29758,5,57.0,22,36,44,32,64,26,3,medium,very_high
29759,5,100.0,13,54,45,35,27,34,3,medium,very_high
29760,2,73.0,5,20,20,20,20,20,3,medium,low
29761,3,70.0,26,29,40,20,23,23,2,low,medium
29762,4,94.0,13,34,28,20,40,35,4,high,high
29763,3,90.0,16,27,28,25,35,30,3,medium,medium
29764,4,87.0,16,43,20,32,40,35,3,medium,high
29765,3,91.0,12,20,28,24,22,20,2,low,medium
29766,3,75.0,10,20,20,21,30,23,3,medium,medium
29767,2,82.0,8,20,20,20,22,20,2,low,low
29768,5,100.0,14,34,30,31,27,25,1,very_low,very_high
29769,3,93.0,11,20,20,36,31,22,2,low,medium
29770,3,83.0,13,22,20,20,22,20,3,medium,medium
29771,3,56.0,13,30,20,20,22,20,3,medium,medium
29772,4,92.0,20,28,29,29,30,37,2,low,high
29773,5,58.0,16,29,22,37,25,23,5,very_high,very_high
29774,2,74.0,15,20,20,22,38,20,3,medium,low
29775,3,84.0,13,20,29,32,32,31,3,medium,medium
29776,3,61.0,9,20,21,22,35,27,3,medium,medium
29777,4,86.0,10,28,30,37,35,40,3,medium,high
29778,2,65.0,5,20,20,27,23,20,2,low,low
29779,3,59.0,15,23,33,23,22,31,3,medium,medium
29780,4,96.0,19,32,39,27,45,29,4,high,high
29781,2,95.0,5,20,20,29,20,20,2,low,low
29782,2,65.0,8,20,22,20,20,20,4,high,low
29783,5,93.0,10,38,35,40,20,36,3,medium,very_high
29784,4,91.0,18,45,27,28,30,31,3,medium,high
29785,3,81.0,17,24,26,20,20,24,4,high,medium
29786,5,72.0,16,34,42,26,36,32,2,low,very_high
29787,3,63.0,12,27,24,33,32,33,1,very_low,medium
29788,3,97.0,14,31,28,26,28,29,5,very_high,medium
29789,2,69.0,13,20,25,20,25,20,3,medium,low
29790,4,100.0,15,27,31,22,33,31,4,high,high
29791,1,79.0,6,24,20,20,20,20,2,low,very_low
29792,5,66.0,16,41,42,37,43,39,2,low,very_high
29793,2,73.0,11,26,26,27,23,20,2,low,low
29794,5,75.0,23,36,40,39,29,49,3,medium,very_high
29795,4,80.0,11,35,21,28,29,29,2,low,high
29796,3,90.0,17,21,30,21,34,28,4,high,medium
29797,3,51.0,10,22,20,20,20,33,3,medium,medium
29798,4,81.0,14,26,33,26,30,29,3,medium,high
29799,2,79.0,5,24,20,23,28,23,2,low,low
29800,2,78.0,8,20,20,32,34,30,4,high,low
29801,1,100.0,15,20,28,20,20,20,4,high,very_low
29802,1,96.0,12,20,20,20,20,23,3,medium,very_low
29803,1,84.0,4,20,20,20,20,20,3,medium,very_low
29804,2,51.0,11,20,20,22,20,20,2,low,low
29805,3,70.0,9,20,27,20,33,20,5,very_high,medium
29806,5,64.0,12,35,38,37,20,28,4,high,very_high
29807,3,86.0,6,22,29,27,28,20,2,low,medium
29808,3,67.0,13,20,43,21,25,20,1,very_low,medium
29809,3,85.0,10,22,20,25,21,27,3,medium,medium
29810,2,90.0,8,20,27,20,20,20,4,high,low
29811,2,94.0,10,25,20,20,22,22,2,low,low
29812,5,90.0,14,50,33,47,30,28,3,medium,very_high
29813,3,99.0,19,33,31,40,34,32,2,low,medium
29814,2,82.0,20,23,36,24,24,20,3,medium,low
29815,2,67.0,14,21,24,20,20,20,3,medium,low
29816,1,45.0,17,20,22,20,20,20,2,low,very_low
29817,5,83.0,10,21,34,34,32,35,3,medium,very_high
29818,1,100.0,10,20,20,20,20,33,2,low,very_low
29819,3,48.0,15,32,25,21,20,27,2,low,medium
29820,1,64.0,9,20,20,20,20,20,4,high,very_low
29821,4,75.0,16,26,31,28,31,27,3,medium,high
29822,4,75.0,11,20,20,20,28,20,3,medium,high
29823,5,73.0,13,48,29,31,33,42,3,medium,very_high
29824,4,87.0,16,45,31,22,37,30,1,very_low,high
29825,3,68.0,14,20,22,25,31,21,2,low,medium
29826,4,50.0,14,31,30,33,23,20,3,medium,high
29827,3,79.0,11,20,20,20,24,31,2,low,medium
29828,2,92.0,13,23,27,26,38,32,4,high,low
29829,4,65.0,12,30,31,38,36,36,3,medium,high
29830,1,86.0,15,20,20,20,20,20,4,high,very_low
29831,4,81.0,8,23,21,25,30,40,4,high,high
29832,5,63.0,16,41,49,41,20,37,4,high,very_high
29833,2,90.0,9,26,20,20,20,24,4,high,low
29834,1,67.0,6,20,30,20,20,20,3,medium,very_low
29835,4,69.0,11,26,34,34,34,24,3,medium,high
29836,1,49.0,20,20,22,33,26,20,3,medium,very_low
29837,5,69.0,10,40,43,36,32,32,3,medium,very_high
29838,2,97.0,10,20,20,33,33,22,2,low,low
29839,3,78.0,10,25,25,28,23,29,4,high,medium
29840,1,77.0,11,20,20,23,20,20,3,medium,very_low
29841,3,66.0,16,20,31,20,21,29,1,very_low,medium
29842,4,85.0,20,33,41,41,28,26,3,medium,high
29843,3,82.0,12,24,28,30,24,20,3,medium,medium
29844,5,84.0,16,42,32,42,28,23,2,low,very_high
29845,3,100.0,14,51,28,25,24,25,3,medium,medium
29846,3,94.0,14,23,31,28,33,20,3,medium,medium
29847,2,90.0,9,25,20,20,36,20,3,medium,low
29848,3,82.0,9,22,20,20,20,25,4,high,medium
29849,3,73.0,20,31,22,31,23,31,3,medium,medium
29850,3,72.0,21,20,20,20,38,23,2,low,medium
29851,5,79.0,19,35,27,40,37,39,3,medium,very_high
29852,4,100.0,14,28,34,20,38,31,4,high,high
29853,1,80.0,9,20,20,20,22,20,2,low,very_low
29854,3,68.0,6,20,30,20,27,23,2,low,medium
29855,3,69.0,15,34,31,25,29,27,4,high,medium
29856,4,76.0,14,33,33,30,40,31,2,low,high
29857,4,86.0,14,34,20,34,33,23,1,very_low,high
29858,5,67.0,14,44,35,33,20,39,3,medium,very_high
29859,4,76.0,12,24,43,29,24,32,3,medium,high
29860,4,67.0,8,23,39,23,35,20,4,high,high
29861,2,82.0,11,31,25,20,32,35,3,medium,low
29862,5,79.0,29,41,38,27,33,36,2,low,very_high
29863,4,77.0,13,32,31,23,25,31,4,high,high
29864,5,72.0,13,30,31,40,29,24,2,low,very_high
29865,4,90.0,15,20,32,38,37,40,3,medium,high
29866,4,53.0,11,42,20,40,22,27,2,low,high
29867,5,82.0,17,42,34,40,23,20,3,medium,very_high
29868,2,93.0,11,28,20,20,22,20,3,medium,low
29869,4,78.0,14,35,41,20,37,34,5,very_high,high
29870,1,100.0,6,24,20,20,20,20,3,medium,very_low
29871,3,90.0,16,21,30,30,57,28,3,medium,medium
29872,3,77.0,11,20,46,22,34,22,3,medium,medium
29873,4,79.0,19,31,40,44,20,35,1,very_low,high
29874,5,61.0,18,20,29,34,40,30,3,medium,very_high
29875,4,73.0,18,20,37,29,28,20,3,medium,high
29876,4,69.0,14,29,29,25,38,20,3,medium,high
29877,4,79.0,11,22,27,25,32,39,4,high,high
29878,4,88.0,15,32,25,36,37,28,4,high,high
29879,1,66.0,4,20,20,20,20,20,3,medium,very_low
29880,3,47.0,18,26,25,20,35,37,1,very_low,medium
29881,3,96.0,13,25,39,20,32,20,3,medium,medium
29882,2,84.0,12,39,33,30,26,20,3,medium,low
29883,5,82.0,10,24,35,44,40,37,4,high,very_high
29884,1,90.0,4,20,20,20,23,20,2,low,very_low
29885,1,92.0,9,20,27,24,20,22,3,medium,very_low
29886,1,65.0,7,24,20,20,20,20,3,medium,very_low
29887,3,72.0,17,27,29,25,29,20,3,medium,medium
29888,3,46.0,9,24,20,20,34,22,5,very_high,medium
29889,1,65.0,4,20,20,28,20,20,1,very_low,very_low
29890,4,76.0,12,34,36,23,43,20,3,medium,high
29891,3,81.0,14,20,20,36,20,28,3,medium,medium
29892,3,100.0,15,37,23,36,28,34,2,low,medium
29893,2,100.0,13,37,20,24,22,32,3,medium,low
29894,2,100.0,8,20,24,29,26,23,2,low,low
29895,3,74.0,12,28,35,34,20,34,2,low,medium
29896,1,85.0,8,20,20,20,20,20,2,low,very_low
29897,5,82.0,24,48,38,37,38,43,3,medium,very_high
29898,3,94.0,15,20,20,22,28,25,3,medium,medium
29899,4,71.0,17,35,33,34,34,20,3,medium,high
29900,1,80.0,6,20,20,20,20,20,5,very_high,very_low
29901,3,77.0,14,23,32,28,20,23,3,medium,medium
29902,4,90.0,14,20,40,35,27,37,5,very_high,high
29903,3,92.0,15,29,20,42,20,31,4,high,medium
29904,4,100.0,15,33,28,39,35,20,3,medium,high
29905,5,62.0,14,34,35,59,36,25,3,medium,very_high
29906,5,81.0,16,29,41,37,43,39,3,medium,very_high
29907,2,90.0,8,31,21,27,20,28,3,medium,low
29908,2,88.0,12,20,20,20,20,23,3,medium,low
29909,3,52.0,19,22,29,23,20,20,3,medium,medium
29910,4,86.0,16,34,29,31,28,34,3,medium,high
29911,5,48.0,12,26,28,34,27,31,1,very_low,very_high
29912,4,76.0,11,37,35,20,49,20,2,low,high
29913,1,80.0,6,20,22,20,20,27,4,high,very_low
29914,4,59.0,11,30,32,36,32,26,2,low,high
29915,3,59.0,6,23,35,20,20,31,2,low,medium
29916,3,62.0,17,39,29,31,20,21,3,medium,medium
29917,3,66.0,10,33,20,31,25,20,2,low,medium
29918,1,82.0,4,20,20,20,20,23,1,very_low,very_low
29919,3,91.0,17,28,23,20,34,21,3,medium,medium
29920,2,92.0,12,22,24,20,41,35,3,medium,low
29921,3,52.0,7,20,32,32,32,20,3,medium,medium
29922,3,100.0,12,20,29,37,28,32,3,medium,medium
29923,2,55.0,11,20,20,20,28,20,3,medium,low
29924,2,91.0,19,20,20,30,20,20,3,medium,low
29925,2,94.0,12,28,20,20,20,24,4,high,low
29926,1,84.0,12,20,20,20,20,20,2,low,very_low
29927,2,76.0,12,30,20,20,20,20,2,low,low
29928,2,65.0,12,20,30,20,27,27,3,medium,low
29929,5,91.0,13,40,20,45,28,38,3,medium,very_high
29930,4,76.0,22,37,25,37,24,39,2,low,high
29931,2,78.0,5,20,23,20,29,20,4,high,low
29932,2,37.0,9,20,23,20,20,26,4,high,low
29933,3,95.0,16,25,29,23,42,35,3,medium,medium
29934,3,69.0,6,21,20,20,22,22,3,medium,medium
29935,3,93.0,13,25,22,20,36,26,4,high,medium
29936,3,68.0,21,20,32,24,28,20,3,medium,medium
29937,2,79.0,7,20,20,20,23,20,3,medium,low
29938,4,67.0,11,25,30,20,42,29,2,low,high
29939,3,100.0,13,32,34,20,33,24,4,high,medium
29940,3,77.0,10,24,21,27,26,20,4,high,medium
29941,4,87.0,12,31,37,28,23,40,1,very_low,high
29942,5,96.0,17,33,28,26,32,25,3,medium,very_high
29943,3,60.0,22,34,39,27,26,41,3,medium,medium
29944,4,74.0,20,36,36,26,30,29,4,high,high
29945,2,90.0,8,20,29,31,25,20,4,high,low
29946,5,84.0,13,29,35,38,20,40,2,low,very_high
29947,3,69.0,10,24,25,20,20,32,4,high,medium
29948,2,97.0,15,24,20,24,23,35,2,low,low
29949,1,82.0,14,20,20,35,20,20,3,medium,very_low
29950,4,90.0,24,25,45,34,41,49,2,low,high
29951,5,99.0,16,29,44,26,38,20,2,low,very_high
29952,2,63.0,8,20,20,20,20,27,1,very_low,low
29953,5,90.0,13,49,34,47,34,35,1,very_low,very_high
29954,3,84.0,18,26,25,30,31,20,2,low,medium
29955,4,91.0,22,40,41,41,21,37,3,medium,high
29956,5,85.0,13,33,32,20,36,29,3,medium,very_high
29957,4,83.0,14,24,24,39,20,20,2,low,high
29958,2,80.0,16,20,27,20,27,26,5,very_high,low
29959,3,71.0,24,26,33,20,25,35,1,very_low,medium
29960,4,92.0,12,29,21,28,23,30,4,high,high
29961,5,88.0,18,26,31,37,60,37,4,high,very_high
29962,2,93.0,14,28,20,20,20,20,5,very_high,low
29963,3,78.0,9,28,20,24,27,27,4,high,medium
29964,3,79.0,14,28,29,20,24,22,3,medium,medium
29965,1,86.0,6,20,20,20,20,20,4,high,very_low
29966,3,78.0,9,27,23,39,20,22,3,medium,medium
29967,5,84.0,19,40,37,30,34,33,3,medium,very_high
29968,3,71.0,15,28,31,20,20,29,3,medium,medium
29969,2,72.0,8,38,26,20,24,20,1,very_low,low
29970,5,73.0,16,45,33,24,36,41,3,medium,very_high
29971,3,100.0,9,20,34,39,24,27,2,low,medium
29972,5,90.0,18,32,35,36,43,40,4,high,very_high
29973,4,85.0,14,27,32,42,24,29,4,high,high
29974,1,58.0,12,24,20,20,20,22,2,low,very_low
29975,2,73.0,8,26,20,22,20,22,2,low,low
29976,1,83.0,4,20,20,20,20,20,3,medium,very_low
29977,2,85.0,5,20,20,20,20,20,4,high,low
29978,2,47.0,10,20,36,20,20,20,3,medium,low
29979,2,67.0,10,39,20,20,20,20,2,low,low
29980,5,81.0,27,37,52,28,47,34,1,very_low,very_high
29981,1,99.0,6,20,20,20,20,20,3,medium,very_low
29982,2,68.0,11,20,20,20,20,21,1,very_low,low
29983,2,62.0,11,21,23,20,24,20,4,high,low
29984,4,65.0,12,43,35,30,31,52,4,high,high
29985,3,68.0,14,20,26,24,24,28,3,medium,medium
29986,4,67.0,9,32,33,42,28,21,3,medium,high
29987,3,67.0,12,24,25,25,21,31,3,medium,medium
29988,3,100.0,21,20,43,27,20,20,3,medium,medium
29989,5,100.0,23,35,39,46,49,40,3,medium,very_high
29990,3,89.0,8,23,20,31,32,26,3,medium,medium
29991,1,100.0,6,20,20,20,20,20,5,very_high,very_low
29992,3,65.0,9,28,24,21,23,23,4,high,medium
29993,1,80.0,6,20,20,22,20,20,5,very_high,very_low
29994,1,55.0,9,20,20,20,20,20,2,low,very_low
29995,4,84.0,17,35,39,50,21,30,4,high,high
29996,4,81.0,14,20,23,46,20,35,2,low,high
29997,2,74.0,5,20,20,20,20,20,3,medium,low
29998,3,91.0,12,22,28,20,20,20,4,high,medium
29999,3,67.0,9,23,30,23,29,22,2,low,medium
30000,3,59.0,12,20,30,46,25,26,3,medium,medium
30001,4,88.0,11,29,29,30,43,31,3,medium,high
30002,3,86.0,9,20,20,22,25,28,2,low,medium
30003,3,100.0,16,28,23,28,41,30,3,medium,medium
30004,2,86.0,5,23,23,20,20,20,3,medium,low
30005,2,75.0,18,21,20,20,35,20,3,medium,low
30006,3,80.0,18,21,29,32,30,20,2,low,medium
30007,2,65.0,17,20,20,24,20,24,4,high,low
30008,1,68.0,7,20,20,22,20,20,2,low,very_low
30009,3,100.0,12,36,20,33,20,36,3,medium,medium
30010,4,95.0,16,35,27,26,41,39,2,low,high
30011,5,100.0,16,34,31,30,36,34,4,high,very_high
30012,2,85.0,11,20,20,20,20,21,3,medium,low
30013,4,100.0,15,20,35,20,27,36,5,very_high,high
30014,2,76.0,9,21,23,20,20,29,3,medium,low
30015,2,92.0,8,29,23,20,20,27,4,high,low
30016,3,73.0,16,21,23,25,20,41,3,medium,medium
30017,1,68.0,7,20,20,20,20,27,2,low,very_low
30018,3,58.0,9,20,25,24,31,32,3,medium,medium
30019,5,100.0,22,32,43,34,45,35,3,medium,very_high
30020,4,68.0,18,32,40,23,30,31,4,high,high
30021,5,77.0,16,36,32,21,38,38,2,low,very_high
30022,3,100.0,17,20,30,25,21,32,2,low,medium
30023,4,61.0,19,31,20,32,26,36,4,high,high
30024,3,49.0,10,22,20,26,20,20,4,high,medium
30025,3,54.0,17,30,32,28,20,20,2,low,medium
30026,1,70.0,6,23,25,20,20,20,2,low,very_low
30027,5,100.0,20,30,32,42,35,38,4,high,very_high
30028,2,56.0,13,24,22,20,20,20,4,high,low
30029,2,85.0,5,20,22,29,25,35,3,medium,low
30030,3,87.0,6,20,20,26,30,35,3,medium,medium
30031,2,89.0,9,27,26,20,32,20,3,medium,low
30032,3,62.0,10,23,25,23,20,20,4,high,medium
30033,4,100.0,18,40,36,39,41,38,3,medium,high
30034,2,76.0,11,23,25,37,20,20,4,high,low
30035,2,92.0,10,20,25,20,23,25,3,medium,low
30036,3,82.0,11,25,32,29,23,30,3,medium,medium
30037,2,77.0,12,20,20,20,20,29,3,medium,low
30038,2,80.0,12,20,20,20,20,20,2,low,low
30039,3,66.0,15,20,43,22,25,20,4,high,medium
30040,2,99.0,6,24,28,20,24,20,3,medium,low
30041,4,74.0,17,51,22,33,35,23,2,low,high
30042,1,80.0,4,20,20,20,20,20,3,medium,very_low
30043,4,78.0,20,39,29,33,46,33,3,medium,high
30044,2,65.0,13,20,20,23,23,20,3,medium,low
30045,5,72.0,13,27,45,39,32,36,3,medium,very_high
30046,3,100.0,20,33,29,28,36,20,3,medium,medium
30047,4,77.0,13,23,41,30,29,41,4,high,high
30048,5,66.0,13,42,36,36,36,45,3,medium,very_high
30049,2,84.0,11,24,25,20,20,28,3,medium,low
30050,4,86.0,16,23,26,28,45,32,2,low,high
30051,5,81.0,18,30,43,33,38,31,2,low,very_high
30052,1,100.0,8,20,23,20,20,21,5,very_high,very_low
30053,5,87.0,14,45,32,35,32,37,3,medium,very_high
30054,2,61.0,11,20,35,20,36,20,3,medium,low
30055,3,58.0,17,32,27,23,35,34,3,medium,medium
30056,2,67.0,10,20,21,20,20,21,3,medium,low
30057,4,85.0,13,25,33,26,29,40,5,very_high,high
30058,2,76.0,18,20,22,20,29,20,4,high,low
30059,4,84.0,8,29,25,20,22,33,4,high,high
30060,4,89.0,11,44,24,32,22,33,5,very_high,high
30061,2,61.0,15,20,20,29,20,25,3,medium,low
30062,4,92.0,17,36,23,24,40,38,5,very_high,high
30063,4,71.0,15,23,22,27,38,20,2,low,high
30064,5,72.0,16,34,36,33,32,39,3,medium,very_high
30065,5,73.0,13,37,45,36,40,30,3,medium,very_high
30066,4,67.0,13,36,27,39,37,20,2,low,high
30067,2,49.0,15,20,20,34,28,28,4,high,low
30068,1,100.0,9,32,20,30,23,20,1,very_low,very_low
30069,2,90.0,8,34,20,20,20,21,3,medium,low
30070,5,73.0,17,40,40,46,23,23,2,low,very_high
30071,3,62.0,16,24,23,42,20,38,4,high,medium
30072,5,79.0,23,28,49,24,34,30,3,medium,very_high
30073,1,67.0,12,21,20,20,23,20,4,high,very_low
30074,2,87.0,10,20,22,40,20,20,3,medium,low
30075,2,80.0,14,20,20,30,20,20,3,medium,low
30076,2,80.0,7,23,27,20,23,20,2,low,low
30077,1,98.0,10,20,23,23,20,20,4,high,very_low
30078,3,87.0,6,20,30,31,20,20,3,medium,medium
30079,3,65.0,13,20,29,31,20,24,4,high,medium
30080,4,100.0,11,32,31,42,20,29,4,high,high
30081,2,82.0,20,32,20,20,32,23,5,very_high,low
30082,3,94.0,12,28,31,20,25,23,4,high,medium
30083,3,48.0,15,23,33,29,27,25,2,low,medium
30084,2,89.0,16,20,20,26,32,20,1,very_low,low
30085,2,88.0,13,24,20,20,20,26,2,low,low
30086,4,86.0,14,26,25,33,34,20,2,low,high
30087,1,85.0,6,20,20,23,20,20,3,medium,very_low
30088,4,78.0,18,40,20,29,20,28,2,low,high
30089,3,66.0,9,20,25,23,20,31,4,high,medium
30090,2,87.0,17,20,20,24,24,22,3,medium,low
30091,5,85.0,16,46,20,23,24,25,4,high,very_high
30092,1,72.0,14,20,20,28,27,20,2,low,very_low
30093,5,61.0,20,36,50,42,25,29,2,low,very_high
30094,5,77.0,22,40,48,26,35,37,3,medium,very_high
30095,4,89.0,15,33,24,33,26,32,4,high,high
30096,3,78.0,10,22,28,25,22,36,5,very_high,medium
30097,2,100.0,14,39,26,20,26,20,4,high,low
30098,2,50.0,12,20,20,20,32,20,4,high,low
30099,1,68.0,9,26,27,26,20,20,4,high,very_low
30100,2,78.0,5,32,23,20,27,21,3,medium,low
30101,5,76.0,13,33,42,30,48,38,3,medium,very_high
30102,3,70.0,18,31,38,38,28,39,5,very_high,medium
30103,5,74.0,20,33,26,28,35,40,2,low,very_high
30104,5,86.0,20,32,29,38,34,36,5,very_high,very_high
30105,5,64.0,23,40,36,31,32,38,2,low,very_high
30106,4,72.0,15,35,20,25,30,33,1,very_low,high
30107,3,94.0,17,37,20,20,20,40,4,high,medium
30108,4,85.0,8,34,31,20,20,33,3,medium,high
30109,3,91.0,16,33,35,20,26,37,4,high,medium
30110,3,47.0,9,20,20,22,20,21,3,medium,medium
